source_id,course,title,original_path,format,document_role,year,output_md,locator_type,method,ocr_used,ocr_confidence,ocr_warning,status,reviewer,notes
engineering-mathematical-analysis-2-034,engineering_math_analysis_2,2019级 工科数学分析（二）A答案,学科资料/工科数学分析II/往年卷/2019级 工科数学分析（二）A答案1 .doc,doc,past_exam_answer,2019,engineering_math_analysis_2/engineering-mathematical-analysis-2-034.md,none,libreoffice-26.2 doc->docx + OOXML extraction + omml2latex; OLE preview-image fallback,false,,,pending,,"AI-assisted batch conversion, pending human review. 93 MathType/OLE formula objects preserved as preview-image fallback (LaTeX replacement pending human review); AI公式转写已应用(GLM-4V三票多数决+mathtext渲染闸), 未通过闸的公式保留PNG, 待人工复核SOP4.2"
engineering-mathematical-analysis-2-035,engineering_math_analysis_2,2019级 工科数学分析（二）A答案,学科资料/工科数学分析II/往年卷/2019级 工科数学分析（二）A答案2 .pdf,pdf,past_exam_answer,2019,engineering_math_analysis_2/engineering-mathematical-analysis-2-035.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review. PRIVACY-HIT:class/student-id label:          学号   学院          "
engineering-mathematical-analysis-2-036,engineering_math_analysis_2,2019级 工科数学分析（二）B 补考用,学科资料/工科数学分析II/往年卷/2019级 工科数学分析（二）B 补考用.doc,doc,note,2019,engineering_math_analysis_2/engineering-mathematical-analysis-2-036.md,none,libreoffice-26.2 doc->docx + OOXML extraction + omml2latex; OLE preview-image fallback,false,,,pending,,"AI-assisted batch conversion, pending human review. 45 MathType/OLE formula objects preserved as preview-image fallback (LaTeX replacement pending human review); AI公式转写已应用(GLM-4V三票多数决+mathtext渲染闸), 未通过闸的公式保留PNG, 待人工复核SOP4.2"
engineering-mathematical-analysis-2-037,engineering_math_analysis_2,2020级工科数学分析下期末试卷(A),学科资料/工科数学分析II/往年卷/2020级工科数学分析下期末试卷(A).pdf,pdf,past_exam,2020,engineering_math_analysis_2/engineering-mathematical-analysis-2-037.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review. 4 tool-proposed question boundaries need human confirmation; PRIVACY-HIT:class/student-id label:          学号   学院          "
engineering-mathematical-analysis-2-038,engineering_math_analysis_2,2020级工科数学分析下期末试卷(B),学科资料/工科数学分析II/往年卷/2020级工科数学分析下期末试卷(B).pdf,pdf,past_exam,2020,engineering_math_analysis_2/engineering-mathematical-analysis-2-038.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review. 4 tool-proposed question boundaries need human confirmation; PRIVACY-HIT:class/student-id label:          学号   学院          "
engineering-mathematical-analysis-2-039,engineering_math_analysis_2,2021级工科数学分析下期末试卷(A),学科资料/工科数学分析II/往年卷/2021级工科数学分析下期末试卷(A).pdf,pdf,past_exam,2021,engineering_math_analysis_2/engineering-mathematical-analysis-2-039.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review. 5 tool-proposed question boundaries need human confirmation; PRIVACY-HIT:class/student-id label:          学号   学院          "
engineering-mathematical-analysis-2-040,engineering_math_analysis_2,2022级工科数学分析下期末试卷(A),学科资料/工科数学分析II/往年卷/2022级工科数学分析下期末试卷(A).pdf,pdf,past_exam,2022,engineering_math_analysis_2/engineering-mathematical-analysis-2-040.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review. 6 tool-proposed question boundaries need human confirmation; PRIVACY-HIT:class/student-id label:          学号   学院          "
engineering-mathematical-analysis-2-041,engineering_math_analysis_2,2022级工科数学分析下期末试卷(B),学科资料/工科数学分析II/往年卷/2022级工科数学分析下期末试卷(B).pdf,pdf,past_exam,2022,engineering_math_analysis_2/engineering-mathematical-analysis-2-041.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review. 6 tool-proposed question boundaries need human confirmation; PRIVACY-HIT:class/student-id label:          学号   学院          "
engineering-mathematical-analysis-2-042,engineering_math_analysis_2,2023级工科数学分析下 期末考试题（A）卷,学科资料/工科数学分析II/往年卷/2023级工科数学分析下 期末考试题（A）卷 .pdf,pdf,past_exam,2023,engineering_math_analysis_2/engineering-mathematical-analysis-2-042.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review. 3 tool-proposed question boundaries need human confirmation"
engineering-mathematical-analysis-2-043,engineering_math_analysis_2,2023级工科数学分析下 期末考试题（B）卷,学科资料/工科数学分析II/往年卷/2023级工科数学分析下 期末考试题（B）卷 .pdf,pdf,past_exam,2023,engineering_math_analysis_2/engineering-mathematical-analysis-2-043.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review. 3 tool-proposed question boundaries need human confirmation"
linear-algebra-006,linear_algebra,2016-2017年度线性代数期末卷A,学科资料/线性代数/往年卷/2016-2017年度线性代数期末卷A.pdf,pdf,past_exam,2016,linear_algebra/linear-algebra-006.md,page,"pymupdf page rendering to JPEG assets; corrupted text layer detected, no OCR performed",false,,,pending,,"AI-assisted batch conversion, pending human review. AI-assisted conversion; awaiting human review; source PDF text layer is corrupted (mojibake), converted as page images; OCR/transcription pending human decision"
linear-algebra-007,linear_algebra,2016-2017年度线性代数期末卷A答案,学科资料/线性代数/往年卷/2016-2017年度线性代数期末卷A答案.pdf,pdf,past_exam_answer,2016,linear_algebra/linear-algebra-007.md,page,"pymupdf page rendering to JPEG assets; corrupted text layer detected, no OCR performed",false,,,pending,,"AI-assisted batch conversion, pending human review. AI-assisted conversion; awaiting human review; source PDF text layer is corrupted (mojibake), converted as page images; OCR/transcription pending human decision"
linear-algebra-008,linear_algebra,2017-2018年度线性代数期末卷A,学科资料/线性代数/往年卷/2017-2018年度线性代数期末卷A.pdf,pdf,past_exam,2017,linear_algebra/linear-algebra-008.md,page,"pymupdf page rendering to JPEG assets; corrupted text layer detected, no OCR performed",false,,,pending,,"AI-assisted batch conversion, pending human review. AI-assisted conversion; awaiting human review; source PDF text layer is corrupted (mojibake), converted as page images; OCR/transcription pending human decision"
linear-algebra-009,linear_algebra,2017-2018年度线性代数期末卷A答案,学科资料/线性代数/往年卷/2017-2018年度线性代数期末卷A答案.pdf,pdf,past_exam_answer,2017,linear_algebra/linear-algebra-009.md,page,"pymupdf page rendering to JPEG assets; corrupted text layer detected, no OCR performed",false,,,pending,,"AI-assisted batch conversion, pending human review. AI-assisted conversion; awaiting human review; source PDF text layer is corrupted (mojibake), converted as page images; OCR/transcription pending human decision"
linear-algebra-010,linear_algebra,2018-2019年度线性代数期末卷B,学科资料/线性代数/往年卷/2018-2019年度线性代数期末卷B.pdf,pdf,past_exam,2018,linear_algebra/linear-algebra-010.md,page,"pymupdf page rendering to JPEG assets; corrupted text layer detected, no OCR performed",false,,,pending,,"AI-assisted batch conversion, pending human review. AI-assisted conversion; awaiting human review; source PDF text layer is corrupted (mojibake), converted as page images; OCR/transcription pending human decision"
linear-algebra-011,linear_algebra,2018-2019年度线性代数期末卷B答案,学科资料/线性代数/往年卷/2018-2019年度线性代数期末卷B答案.pdf,pdf,past_exam_answer,2018,linear_algebra/linear-algebra-011.md,page,"pymupdf page rendering to JPEG assets; corrupted text layer detected, no OCR performed",false,,,pending,,"AI-assisted batch conversion, pending human review. AI-assisted conversion; awaiting human review; source PDF text layer is corrupted (mojibake), converted as page images; OCR/transcription pending human decision"
linear-algebra-012,linear_algebra,2019-2020年度线性代数期末卷A,学科资料/线性代数/往年卷/2019-2020年度线性代数期末卷A.pdf,pdf,past_exam,2019,linear_algebra/linear-algebra-012.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review. 8 tool-proposed question boundaries need human confirmation"
linear-algebra-013,linear_algebra,2019-2020年度线性代数期末卷A答案,学科资料/线性代数/往年卷/2019-2020年度线性代数期末卷A答案.pdf,pdf,past_exam_answer,2019,linear_algebra/linear-algebra-013.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review. 8 tool-proposed question boundaries need human confirmation"
linear-algebra-014,linear_algebra,2020-2021年度线代解几期末卷A,学科资料/线性代数/往年卷/2020-2021年度线代解几期末卷A.pdf,pdf,past_exam,2020,linear_algebra/linear-algebra-014.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review. 6 tool-proposed question boundaries need human confirmation"
linear-algebra-015,linear_algebra,2020-2021年度线代解几期末卷A答案,学科资料/线性代数/往年卷/2020-2021年度线代解几期末卷A答案.pdf,pdf,past_exam_answer,2020,linear_algebra/linear-algebra-015.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review. 6 tool-proposed question boundaries need human confirmation"
linear-algebra-016,linear_algebra,2020-2021年度线代解几期末卷B,学科资料/线性代数/往年卷/2020-2021年度线代解几期末卷B.pdf,pdf,past_exam,2020,linear_algebra/linear-algebra-016.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review. 6 tool-proposed question boundaries need human confirmation"
linear-algebra-017,linear_algebra,2020-2021年度线代解几期末卷B答案,学科资料/线性代数/往年卷/2020-2021年度线代解几期末卷B答案.pdf,pdf,past_exam_answer,2020,linear_algebra/linear-algebra-017.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review. 6 tool-proposed question boundaries need human confirmation"
linear-algebra-018,linear_algebra,2021-2022年度线代解几期末卷A,学科资料/线性代数/往年卷/2021-2022年度线代解几期末卷A.pdf,pdf,past_exam,2021,linear_algebra/linear-algebra-018.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review. 8 tool-proposed question boundaries need human confirmation"
linear-algebra-019,linear_algebra,2021-2022年度线代解几期末卷A答案,学科资料/线性代数/往年卷/2021-2022年度线代解几期末卷A答案.pdf,pdf,past_exam_answer,2021,linear_algebra/linear-algebra-019.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review. 8 tool-proposed question boundaries need human confirmation"
linear-algebra-020,linear_algebra,2021-2022年度线代解几期末卷B,学科资料/线性代数/往年卷/2021-2022年度线代解几期末卷B.pdf,pdf,past_exam,2021,linear_algebra/linear-algebra-020.md,page,pymupdf text-layer page extraction,false,,,pending,,"AI-assisted batch conversion, pending human review. 7 tool-proposed question boundaries need human confirmation"
